IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.122.96,2096,2096,true,SIN,Asia Pacific,Singapore,148,11.46
8.209.252.13,80,80,false,HKG,Asia Pacific,Hong Kong,166,11.46
8.222.213.221,8880,8880,false,SIN,Asia Pacific,Singapore,23,11.46
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,79,11.46
47.236.79.77,2095,2095,false,SIN,Asia Pacific,Singapore,13,11.45
47.245.42.162,2095,2095,false,HKG,Asia Pacific,Hong Kong,170,11.45
8.222.238.141,8443,8443,true,SIN,Asia Pacific,Singapore,59,11.45
47.245.54.140,2096,2096,true,NRT,Asia Pacific,Tokyo,153,11.45
8.219.170.58,8443,8443,true,SIN,Asia Pacific,Singapore,135,11.45
47.245.41.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,163,11.45
47.245.41.169,8080,8080,false,LAX,North America,Los Angeles,184,11.45
8.209.200.73,2082,2082,false,NRT,Asia Pacific,Tokyo,82,11.45
47.74.15.117,2096,2096,true,LAX,North America,Los Angeles,223,11.45
8.209.252.13,2053,2053,true,LAX,North America,Los Angeles,271,11.44
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,13,11.44
47.74.13.66,2095,2095,false,LAX,North America,Los Angeles,192,11.44
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,110,11.44
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,53,11.44
8.209.252.13,2052,2052,false,LAX,North America,Los Angeles,173,11.44
47.245.39.28,2083,2083,true,NRT,Asia Pacific,Tokyo,203,11.44
8.219.134.117,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.44
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,17,11.44
8.222.224.163,2095,2095,false,SIN,Asia Pacific,Singapore,11,11.43
47.236.114.23,8880,8880,false,SIN,Asia Pacific,Singapore,17,11.43
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,8,11.43
47.245.11.62,2083,2083,true,NRT,Asia Pacific,Tokyo,192,11.43
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,146,11.43
47.245.40.55,80,80,false,HKG,Asia Pacific,Hong Kong,152,11.43
47.91.29.108,2095,2095,false,LAX,North America,Los Angeles,199,11.43
8.222.198.105,2053,2053,true,SIN,Asia Pacific,Singapore,115,11.43
47.245.11.118,2095,2095,false,LAX,North America,Los Angeles,179,11.43
47.236.65.232,2083,2083,true,SIN,Asia Pacific,Singapore,83,11.43
47.74.43.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,178,11.42
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,26,11.42
47.74.54.33,8880,8880,false,LAX,North America,Los Angeles,188,11.42
47.236.123.218,8443,8443,true,SIN,Asia Pacific,Singapore,106,11.42
8.222.188.56,2083,2083,true,SIN,Asia Pacific,Singapore,75,11.42
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,57,11.41
47.74.3.2,2083,2083,true,LAX,North America,Los Angeles,208,11.41
8.219.13.143,80,80,false,SIN,Asia Pacific,Singapore,47,11.41
8.222.187.4,2083,2083,true,SIN,Asia Pacific,Singapore,48,11.41
47.245.54.140,8880,8880,false,NRT,Asia Pacific,Tokyo,85,11.41
8.209.252.13,2086,2086,false,LAX,North America,Los Angeles,184,11.41
8.222.198.105,2083,2083,true,SIN,Asia Pacific,Singapore,111,11.41
8.219.141.174,80,80,false,SIN,Asia Pacific,Singapore,21,11.41
47.74.15.80,2095,2095,false,LAX,North America,Los Angeles,174,11.40
47.74.11.45,8080,8080,false,HKG,Asia Pacific,Hong Kong,149,11.40
47.245.30.65,2096,2096,true,LAX,North America,Los Angeles,214,11.40
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,26,11.40
8.219.236.8,2087,2087,true,SIN,Asia Pacific,Singapore,100,11.40
8.219.78.1,443,443,true,SIN,Asia Pacific,Singapore,156,11.40
47.245.59.243,80,80,false,NRT,Asia Pacific,Tokyo,94,11.40
47.245.15.236,2052,2052,false,LAX,North America,Los Angeles,170,11.39
47.245.59.188,8443,8443,true,NRT,Asia Pacific,Tokyo,166,11.39
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,147,11.39
47.91.22.209,80,80,false,NRT,Asia Pacific,Tokyo,78,11.39
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.39
47.74.49.62,8880,8880,false,LAX,North America,Los Angeles,183,11.39
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,25,11.38
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,18,11.38
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,79,11.38
47.74.5.233,2052,2052,false,LAX,North America,Los Angeles,177,11.38
8.222.154.227,8443,8443,true,SIN,Asia Pacific,Singapore,71,11.38
8.219.178.101,2053,2053,true,SIN,Asia Pacific,Singapore,162,11.38
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,57,11.37
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,13,11.37
8.222.211.16,2095,2095,false,SIN,Asia Pacific,Singapore,6,11.37
47.74.37.50,8080,8080,false,LAX,North America,Los Angeles,179,11.37
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,7,11.37
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,161,11.37
8.219.61.52,443,443,true,SIN,Asia Pacific,Singapore,2,11.37
8.219.248.170,80,80,false,SIN,Asia Pacific,Singapore,11,11.37
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,106,11.37
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,35,11.37
47.245.56.29,2052,2052,false,NRT,Asia Pacific,Tokyo,77,11.37
8.219.134.117,2087,2087,true,SIN,Asia Pacific,Singapore,82,11.37
47.245.10.77,2052,2052,false,LAX,North America,Los Angeles,183,11.36
8.219.126.3,2052,2052,false,SIN,Asia Pacific,Singapore,5,11.36
8.219.79.74,2083,2083,true,SIN,Asia Pacific,Singapore,127,11.36
8.219.237.250,443,443,true,SIN,Asia Pacific,Singapore,113,11.36
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,13,11.36
8.219.253.114,2096,2096,true,SIN,Asia Pacific,Singapore,107,11.36
47.245.31.0,2053,2053,true,LAX,North America,Los Angeles,289,11.36
47.236.94.113,2052,2052,false,SIN,Asia Pacific,Singapore,35,11.36
47.245.12.10,2082,2082,false,LAX,North America,Los Angeles,184,11.36
47.245.12.38,2082,2082,false,SIN,Asia Pacific,Singapore,158,11.36
47.245.55.99,8080,8080,false,NRT,Asia Pacific,Tokyo,73,11.35
47.245.41.169,2082,2082,false,LAX,North America,Los Angeles,173,11.35
47.74.15.120,2052,2052,false,LAX,North America,Los Angeles,174,11.35
47.245.38.233,8880,8880,false,NRT,Asia Pacific,Tokyo,70,11.35
8.219.170.180,2096,2096,true,SIN,Asia Pacific,Singapore,91,11.35
47.74.35.51,2086,2086,false,HKG,Asia Pacific,Hong Kong,154,11.35
8.222.164.44,2086,2086,false,SIN,Asia Pacific,Singapore,5,11.35
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,41,11.34
8.222.238.141,2053,2053,true,SIN,Asia Pacific,Singapore,91,11.34
47.91.14.62,80,80,false,LAX,North America,Los Angeles,186,11.34
47.91.16.198,2053,2053,true,LAX,North America,Los Angeles,217,11.34
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,58,11.34
47.74.27.211,2086,2086,false,NRT,Asia Pacific,Tokyo,76,11.33
47.245.53.50,8880,8880,false,LAX,North America,Los Angeles,184,11.33
8.222.221.197,8880,8880,false,SIN,Asia Pacific,Singapore,7,11.33
8.222.221.109,2053,2053,true,SIN,Asia Pacific,Singapore,52,11.33
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,11.33
47.236.166.184,8880,8880,false,SIN,Asia Pacific,Singapore,21,11.32
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,101,11.32
8.222.244.192,8443,8443,true,SIN,Asia Pacific,Singapore,61,11.32
8.219.233.6,2096,2096,true,SIN,Asia Pacific,Singapore,104,11.32
47.245.55.235,2086,2086,false,NRT,Asia Pacific,Tokyo,72,11.32
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,14,11.32
47.236.171.20,2087,2087,true,SIN,Asia Pacific,Singapore,122,11.32
47.236.176.144,2053,2053,true,SIN,Asia Pacific,Singapore,120,11.32
47.245.56.29,2096,2096,true,NRT,Asia Pacific,Tokyo,156,11.32
47.74.18.144,2096,2096,true,NRT,Asia Pacific,Tokyo,116,11.32
8.222.229.22,8080,8080,false,SIN,Asia Pacific,Singapore,14,11.31
8.210.117.18,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,11.31
47.236.176.144,2095,2095,false,SIN,Asia Pacific,Singapore,14,11.31
47.245.54.197,8880,8880,false,LAX,North America,Los Angeles,227,11.31
8.219.206.53,2082,2082,false,SIN,Asia Pacific,Singapore,13,11.31
8.222.255.15,2095,2095,false,SIN,Asia Pacific,Singapore,6,11.31
8.219.126.3,8880,8880,false,SIN,Asia Pacific,Singapore,13,11.31
47.91.22.115,8080,8080,false,NRT,Asia Pacific,Tokyo,75,11.31
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,100,11.30
47.236.175.189,2087,2087,true,SIN,Asia Pacific,Singapore,137,11.30
47.245.37.94,80,80,false,NRT,Asia Pacific,Tokyo,79,11.30
47.74.16.255,2083,2083,true,NRT,Asia Pacific,Tokyo,180,11.30
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,98,11.30
47.74.11.251,2053,2053,true,LAX,North America,Los Angeles,185,11.30
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,11.29
47.236.166.131,2087,2087,true,SIN,Asia Pacific,Singapore,100,11.29
8.219.73.188,80,80,false,SIN,Asia Pacific,Singapore,14,11.29
47.245.30.208,8880,8880,false,LAX,North America,Los Angeles,180,11.29
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,50,11.29
47.236.79.87,2052,2052,false,SIN,Asia Pacific,Singapore,14,11.29
8.219.251.81,2095,2095,false,SIN,Asia Pacific,Singapore,3,11.29
8.222.197.251,8880,8880,false,SIN,Asia Pacific,Singapore,3,11.29
8.219.210.64,2096,2096,true,SIN,Asia Pacific,Singapore,109,11.28
47.236.121.7,2082,2082,false,SIN,Asia Pacific,Singapore,23,11.28
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,11,11.28
8.219.103.65,8443,8443,true,SIN,Asia Pacific,Singapore,172,11.28
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,69,11.28
8.222.249.98,2083,2083,true,SIN,Asia Pacific,Singapore,98,11.28
8.219.167.65,8443,8443,true,SIN,Asia Pacific,Singapore,147,11.28
47.91.14.62,8080,8080,false,LAX,North America,Los Angeles,172,11.28
47.236.114.167,2052,2052,false,SIN,Asia Pacific,Singapore,20,11.28
47.236.76.199,80,80,false,SIN,Asia Pacific,Singapore,46,11.27
8.222.221.90,2095,2095,false,SIN,Asia Pacific,Singapore,21,11.27
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,6,11.27
47.74.36.154,2052,2052,false,LAX,North America,Los Angeles,170,11.27
8.219.172.128,2095,2095,false,SIN,Asia Pacific,Singapore,46,11.27
8.219.141.174,2082,2082,false,SIN,Asia Pacific,Singapore,19,11.26
47.245.33.56,2096,2096,true,NRT,Asia Pacific,Tokyo,143,11.26
8.209.246.24,8880,8880,false,NRT,Asia Pacific,Tokyo,73,11.25
8.219.77.222,2052,2052,false,SIN,Asia Pacific,Singapore,11,11.25
8.219.75.44,2083,2083,true,SIN,Asia Pacific,Singapore,73,11.25
8.219.206.53,8880,8880,false,SIN,Asia Pacific,Singapore,23,11.25
47.245.10.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,160,11.25
8.222.211.124,2096,2096,true,SIN,Asia Pacific,Singapore,116,11.25
47.91.29.108,2082,2082,false,LAX,North America,Los Angeles,178,11.24
8.219.104.242,8080,8080,false,SIN,Asia Pacific,Singapore,12,11.24
8.219.115.215,8880,8880,false,SIN,Asia Pacific,Singapore,4,11.24
47.236.7.246,2087,2087,true,SIN,Asia Pacific,Singapore,84,11.24
47.236.71.226,8443,8443,true,SIN,Asia Pacific,Singapore,135,11.24
47.236.172.41,2053,2053,true,SIN,Asia Pacific,Singapore,111,11.24
8.219.154.107,2053,2053,true,SIN,Asia Pacific,Singapore,129,11.24
47.74.52.188,8080,8080,false,LAX,North America,Los Angeles,196,11.24
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,20,11.24
47.245.37.94,2083,2083,true,NRT,Asia Pacific,Tokyo,128,11.23
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,52,11.23
47.245.41.169,2052,2052,false,LAX,North America,Los Angeles,189,11.23
47.236.172.95,2096,2096,true,SIN,Asia Pacific,Singapore,140,11.23
47.74.4.47,2095,2095,false,LAX,North America,Los Angeles,195,11.23
47.74.4.47,8080,8080,false,LAX,North America,Los Angeles,193,11.23
8.222.214.13,2053,2053,true,SIN,Asia Pacific,Singapore,109,11.23
47.236.116.208,2087,2087,true,SIN,Asia Pacific,Singapore,114,11.22
8.222.130.137,8443,8443,true,SIN,Asia Pacific,Singapore,67,11.22
47.74.36.154,2095,2095,false,LAX,North America,Los Angeles,175,11.22
47.236.193.208,2095,2095,false,SIN,Asia Pacific,Singapore,23,11.22
8.222.224.17,2086,2086,false,SIN,Asia Pacific,Singapore,3,11.22
8.219.245.187,80,80,false,SIN,Asia Pacific,Singapore,39,11.21
8.222.221.90,2087,2087,true,SIN,Asia Pacific,Singapore,64,11.21
8.219.5.10,443,443,true,SIN,Asia Pacific,Singapore,1,11.21
47.245.53.101,8443,8443,true,NRT,Asia Pacific,Tokyo,168,11.21
47.91.15.247,2086,2086,false,LAX,North America,Los Angeles,207,11.21
8.222.208.83,2087,2087,true,SIN,Asia Pacific,Singapore,111,11.21
47.245.11.244,2082,2082,false,LAX,North America,Los Angeles,174,11.21
47.236.147.146,80,80,false,SIN,Asia Pacific,Singapore,12,11.21
47.74.12.139,2086,2086,false,LAX,North America,Los Angeles,194,11.20
8.219.86.200,2083,2083,true,SIN,Asia Pacific,Singapore,108,11.20
47.236.79.87,80,80,false,SIN,Asia Pacific,Singapore,23,11.20
47.74.22.171,8880,8880,false,HKG,Asia Pacific,Hong Kong,163,11.20
8.219.90.196,8443,8443,true,SIN,Asia Pacific,Singapore,123,11.20
47.245.102.156,8443,8443,true,SIN,Asia Pacific,Singapore,50,11.20
47.245.12.10,8443,8443,true,LAX,North America,Los Angeles,276,11.20
47.236.169.15,2086,2086,false,SIN,Asia Pacific,Singapore,27,11.20
47.245.34.140,8080,8080,false,LAX,North America,Los Angeles,186,11.19
8.219.100.168,2096,2096,true,SIN,Asia Pacific,Singapore,111,11.19
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,33,11.18
47.245.29.64,8880,8880,false,NRT,Asia Pacific,Tokyo,78,11.18
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,87,11.18
8.222.214.13,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.18
47.245.108.213,2087,2087,true,SIN,Asia Pacific,Singapore,78,11.18
47.245.39.28,2095,2095,false,NRT,Asia Pacific,Tokyo,78,11.18
8.219.82.177,2087,2087,true,SIN,Asia Pacific,Singapore,108,11.17
8.222.219.252,2082,2082,false,SIN,Asia Pacific,Singapore,3,11.17
47.245.12.10,2087,2087,true,LAX,North America,Los Angeles,291,11.17
47.74.22.171,2053,2053,true,LAX,North America,Los Angeles,271,11.17
8.219.228.157,80,80,false,SIN,Asia Pacific,Singapore,17,11.16
47.245.37.94,2086,2086,false,NRT,Asia Pacific,Tokyo,76,11.16
8.219.129.38,80,80,false,SIN,Asia Pacific,Singapore,24,11.16
47.236.65.177,2082,2082,false,SIN,Asia Pacific,Singapore,13,11.16
47.236.82.218,2096,2096,true,SIN,Asia Pacific,Singapore,107,11.16
8.219.235.164,2082,0,false,SIN,Asia Pacific,Singapore,215,11.15
47.91.15.247,8443,8443,true,LAX,North America,Los Angeles,270,11.15
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,20,11.15
47.91.3.135,2083,2083,true,SIN,Asia Pacific,Singapore,209,11.15
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,220,11.15
8.209.242.25,8880,8880,false,NRT,Asia Pacific,Tokyo,76,11.15
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,10,11.15
47.74.15.120,80,80,false,LAX,North America,Los Angeles,180,11.15
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,5,11.15
8.219.90.196,2082,2082,false,SIN,Asia Pacific,Singapore,5,11.15
47.91.21.127,2096,2096,true,NRT,Asia Pacific,Tokyo,104,11.15
47.74.54.145,2083,2083,true,NRT,Asia Pacific,Tokyo,127,11.15
47.245.82.78,2087,2087,true,SIN,Asia Pacific,Singapore,83,11.15
47.236.106.37,8443,8443,true,SIN,Asia Pacific,Singapore,104,11.14
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,13,11.14
47.245.89.102,8443,8443,true,SIN,Asia Pacific,Singapore,94,11.14
8.219.222.8,8880,8880,false,SIN,Asia Pacific,Singapore,15,11.14
47.74.7.51,2087,2087,true,NRT,Asia Pacific,Tokyo,133,11.14
8.219.90.87,8080,8080,false,SIN,Asia Pacific,Singapore,23,11.14
8.219.170.180,80,80,false,SIN,Asia Pacific,Singapore,26,11.13
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,4,11.13
47.236.172.95,2087,2087,true,SIN,Asia Pacific,Singapore,176,11.13
8.219.103.57,8443,8443,true,SIN,Asia Pacific,Singapore,70,11.13
8.219.70.117,2087,2087,true,SIN,Asia Pacific,Singapore,86,11.13
8.219.230.254,2053,2053,true,SIN,Asia Pacific,Singapore,144,11.13
47.245.58.250,2086,2086,false,NRT,Asia Pacific,Tokyo,94,11.12
8.219.255.171,8880,8880,false,SIN,Asia Pacific,Singapore,18,11.12
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,5,11.12
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,3,11.12
8.219.208.69,2083,2083,true,SIN,Asia Pacific,Singapore,111,11.12
47.74.54.33,8080,8080,false,LAX,North America,Los Angeles,183,11.12
47.245.14.160,8443,8443,true,HKG,Asia Pacific,Hong Kong,162,11.12
8.219.82.177,2053,2053,true,SIN,Asia Pacific,Singapore,130,11.12
47.236.116.182,2096,2096,true,SIN,Asia Pacific,Singapore,137,11.12
47.91.15.247,2052,2052,false,LAX,North America,Los Angeles,189,11.12
8.222.223.34,2053,2053,true,SIN,Asia Pacific,Singapore,91,11.11
47.245.58.250,2053,2053,true,NRT,Asia Pacific,Tokyo,128,11.11
47.245.59.133,2053,2053,true,LAX,North America,Los Angeles,289,11.11
47.245.8.156,2053,2053,true,LAX,North America,Los Angeles,302,11.11
8.222.193.208,2082,2082,false,SIN,Asia Pacific,Singapore,23,11.11
47.74.26.196,2053,2053,true,HKG,Asia Pacific,Hong Kong,198,11.11
47.245.58.250,2087,2087,true,NRT,Asia Pacific,Tokyo,151,11.11
47.236.148.174,2083,2083,true,SIN,Asia Pacific,Singapore,105,11.11
47.74.16.255,8443,8443,true,NRT,Asia Pacific,Tokyo,150,11.11
47.74.6.16,2052,2052,false,LAX,North America,Los Angeles,172,11.10
8.219.99.8,8080,8080,false,SIN,Asia Pacific,Singapore,16,11.10
8.219.73.21,2086,2086,false,SIN,Asia Pacific,Singapore,5,11.10
8.222.227.191,2095,2095,false,SIN,Asia Pacific,Singapore,11,11.10
8.222.238.141,2096,2096,true,SIN,Asia Pacific,Singapore,96,11.10
8.219.154.107,8443,8443,true,SIN,Asia Pacific,Singapore,110,11.10
47.74.27.151,8080,8080,false,HKG,Asia Pacific,Hong Kong,172,11.10
8.222.213.221,80,80,false,SIN,Asia Pacific,Singapore,5,11.10
8.219.170.58,2087,2087,true,SIN,Asia Pacific,Singapore,182,11.10
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,60,11.10
8.219.175.127,2087,2087,true,SIN,Asia Pacific,Singapore,145,11.10
47.245.53.50,8443,8443,true,LAX,North America,Los Angeles,252,11.10
8.209.222.232,2095,2095,false,HKG,Asia Pacific,Hong Kong,150,11.09
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,100,11.09
47.74.11.9,8080,8080,false,NRT,Asia Pacific,Tokyo,85,11.09
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,198,11.09
47.245.59.244,2086,2086,false,LAX,North America,Los Angeles,203,11.09
47.74.41.136,8080,8080,false,NRT,Asia Pacific,Tokyo,81,11.09
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,5,11.09
47.245.11.244,8080,8080,false,LAX,North America,Los Angeles,184,11.09
47.236.121.7,2095,2095,false,SIN,Asia Pacific,Singapore,39,11.09
47.245.56.207,2053,2053,true,NRT,Asia Pacific,Tokyo,133,11.09
8.219.253.18,2083,2083,true,SIN,Asia Pacific,Singapore,128,11.08
47.236.163.95,2052,2052,false,SIN,Asia Pacific,Singapore,22,11.08
8.219.79.74,2086,2086,false,SIN,Asia Pacific,Singapore,12,11.08
8.219.184.92,2086,2086,false,SIN,Asia Pacific,Singapore,7,11.08
47.236.130.95,443,443,true,SIN,Asia Pacific,Singapore,73,11.08
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,140,11.08
47.74.6.16,2053,2053,true,LAX,North America,Los Angeles,273,11.08
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,14,11.07
47.74.6.16,2095,2095,false,LAX,North America,Los Angeles,173,11.07
8.219.167.113,2083,2083,true,SIN,Asia Pacific,Singapore,110,11.07
47.236.116.208,2087,2087,true,SIN,Asia Pacific,Singapore,89,11.07
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,3,11.07
8.219.236.8,2096,2096,true,SIN,Asia Pacific,Singapore,209,11.07
47.74.45.143,2052,2052,false,LAX,North America,Los Angeles,176,11.07
8.222.212.219,443,443,true,SIN,Asia Pacific,Singapore,37,11.07
8.219.230.254,2096,2096,true,SIN,Asia Pacific,Singapore,78,11.06
47.74.11.251,2086,2086,false,LAX,North America,Los Angeles,186,11.06
8.219.178.101,2082,2082,false,SIN,Asia Pacific,Singapore,16,11.06
47.236.96.141,2087,2087,true,SIN,Asia Pacific,Singapore,116,11.06
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,2,11.06
8.219.201.245,2082,0,false,SIN,Asia Pacific,Singapore,5,11.06
8.218.119.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,11.06
8.219.249.148,2086,2086,false,SIN,Asia Pacific,Singapore,33,11.05
47.74.13.239,80,80,false,NRT,Asia Pacific,Tokyo,101,11.05
47.74.5.233,2095,2095,false,LAX,North America,Los Angeles,177,11.05
47.74.11.219,2082,2082,false,NRT,Asia Pacific,Tokyo,84,11.05
8.219.161.129,2053,2053,true,SIN,Asia Pacific,Singapore,112,11.05
47.245.56.121,8880,8880,false,LAX,North America,Los Angeles,181,11.04
8.209.240.229,2087,2087,true,NRT,Asia Pacific,Tokyo,92,11.04
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,138,11.04
47.245.52.240,2086,2086,false,NRT,Asia Pacific,Tokyo,80,11.04
47.245.118.197,8880,8880,false,SIN,Asia Pacific,Singapore,5,11.03
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,23,11.02
8.222.137.166,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.02
8.218.127.249,2086,2086,false,HKG,Asia Pacific,Hong Kong,74,11.02
8.219.240.160,2087,2087,true,SIN,Asia Pacific,Singapore,75,11.02
47.236.172.41,2053,2053,true,SIN,Asia Pacific,Singapore,112,11.02
47.245.80.142,8080,8080,false,SIN,Asia Pacific,Singapore,4,11.02
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,149,11.02
47.236.164.215,443,443,true,SIN,Asia Pacific,Singapore,174,11.02
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,18,11.01
8.222.224.162,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.01
8.222.168.234,2053,2053,true,SIN,Asia Pacific,Singapore,78,11.01
47.245.10.77,2082,2082,false,LAX,North America,Los Angeles,191,11.01
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,11.01
8.219.206.180,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.01
47.236.193.208,2053,2053,true,SIN,Asia Pacific,Singapore,167,11.01
8.219.58.64,8880,8880,false,SIN,Asia Pacific,Singapore,13,11.01
47.245.53.101,2053,2053,true,NRT,Asia Pacific,Tokyo,152,11.00
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,11.00
47.236.184.14,2083,2083,true,SIN,Asia Pacific,Singapore,119,11.00
47.74.36.154,2082,2082,false,LAX,North America,Los Angeles,170,11.00
